"","","y"
-0.626453810742332,0.0773031227369236,-0.732538253975226
0.183643324222082,-0.296868642156621,-0.46765114374294
-0.835628612410047,-1.18324224043267,-5.15045452523616
1.59528080213779,0.0112926884238996,0.0977471666273961
0.329507771815361,0.991601036059367,3.90702689417257
-0.820468384118015,1.59396745390374,0.00403800782996699
0.487429052428485,-1.37271127092917,-0.720634298075964
0.738324705129217,-0.249610933042319,-0.534268842189792
0.575781351653492,1.15942452685555,3.92027284733589
-0.305388387156356,-1.1142223478436,-3.34809063030035
1.51178116845085,-2.52850068885039,-2.97941108809979
0.389843236411431,-0.935902558513312,-1.32161299218705
-0.621240580541804,-0.967239457935565,-5.33987102828474
-2.2146998871775,0.0474885923277959,1.57040395173679
1.12493091814311,-0.403736793498034,-0.300960402299966
-0.0449336090152309,0.231496128244633,1.22720815995522
-0.0161902630989461,-0.422372407926746,-2.4331797798764
0.943836210685299,0.374118394695298,3.19682709572245
0.821221195098089,-0.366005774997015,-0.496855150387474
0.593901321217509,1.19010144652106,5.60063352019351
0.918977371608218,-0.737327525257229,-0.721992016046917
0.782136300731067,0.290666645439266,4.10790514225262
0.0745649833651906,-0.884849568284455,-1.90122015026047
-1.98935169586337,0.208006478870832,3.25497849763566
0.61982574789471,-0.0477301724785263,1.66144506340931
-0.0561287395290008,-1.68452064613859,-3.69714483860298
-0.155795506705329,-0.144226556618951,-2.16443008581113
-1.47075238389927,1.18021366550265,2.70229637548524
-0.47815005510862,0.681399923199504,0.150001537131016
0.417941560199702,0.143247630887551,2.78819354226973
1.35867955152904,-1.19231644371292,-2.17175416067896
-0.102787727342996,1.16922865278909,2.11285485147026
0.387671611559369,0.0792017089453723,1.61874517175826
-0.0538050405829051,-0.451773752768677,-2.46060789344978
-1.37705955682861,1.64202821280077,2.52230330962754
-0.41499456329968,-0.769592321599518,-3.76238653990316
-0.394289953710349,0.303360960757848,0.228125019885644
-0.0593133967111857,1.28173742118351,2.95463933334618
1.10002537198388,0.602222795170429,4.79956760890719
0.763175748457544,-0.307022264536836,0.22001529826442
-0.164523596253587,-0.418418103422641,-2.47548938947809
-0.253361680136508,0.355135530046085,1.08331911975123
0.696963375404737,0.513481114599557,3.71525815155542
0.556663198673657,0.01860740032874,1.47963785679049
-0.68875569454952,1.31844897225668,1.76393675426311
-0.70749515696212,-0.065831999838153,-2.05010025269951
0.36458196213683,-0.700296078317704,-0.752278970952186
0.768532924515416,0.537326131521341,4.34328771267465
-0.112346212150228,-2.20178232235392,-3.11839109673222
0.881107726454215,0.391973743798411,4.04549242279128
0.398105880367068,0.496960952423719,3.65983390343642
-0.612026393250771,-0.224874715429902,-3.2343338915779
0.341119691424425,-1.11714316533188,-1.94544416493326
-1.12936309608079,-0.394994603313877,-2.35755703508824
1.43302370170104,1.54983034223631,3.76685620356693
1.98039989850586,-0.743514479798666,-4.07967581662103
-0.367221476466509,-2.33171211772957,-3.66187695825689
-1.04413462631653,0.812245442209214,0.492645449903479
0.569719627442413,-0.501310657201351,0.455987534207244
-0.135054603880824,-0.510886565952357,-2.96227746223003
2.40161776050478,-1.21536404115501,-5.8883507211486
-0.0392400027331692,-0.022558628347222,0.345279062700342
0.689739362450777,0.701239300429707,4.98628820348855
0.0280021587806661,-0.587482025589799,-2.61213647884256
-0.743273208882405,-0.60672794141879,-5.05799071418233
0.188792299514343,1.09664021500029,2.51340424880351
-1.80495862889104,-0.247509677080296,-0.792508184299845
1.46555486156289,-0.159901713323247,-1.63716836523463
0.153253338211898,-0.625778250735075,-2.18521180221135
2.17261167036215,0.900434635600238,0.815036881918745
0.475509528899663,-0.994193629266225,-0.593112592069096
-0.709946430921815,0.849250385880362,0.181759033043781
0.610726353489055,0.805702288976437,4.35724907852507
-0.934097631644252,-0.46760093599122,-3.94436812602088
-1.2536334002391,0.848420313723343,2.24267575971412
0.291446235517463,0.986769863596017,3.2669413054192
-0.443291873218433,0.57562028851936,-0.0298629255349807
0.00110535163162413,2.02484204541817,1.97751989577116
0.0743413241516641,-1.96235319122504,-2.31402224216429
-0.589520946188072,-1.16492093063759,-4.59733281005077
-0.568668732818502,-1.37651921373083,-4.21126783904984
-0.135178615123832,0.167679934469767,0.5770355496962
1.1780869965732,1.58462907915972,4.43943035562463
-1.52356680042976,1.67788895297625,2.76924738845484
0.593946187628422,0.488296698394955,4.06215357006587
0.332950371213518,0.878673262560324,3.51125663251236
1.06309983727636,-0.144874874029881,1.27996195844374
-0.304183923634301,0.468971760074208,0.816125897204875
0.370018809916288,0.376235477129484,3.65063496801842
0.267098790772231,-0.761040275056481,-1.40618749028308
-0.54252003099165,-0.293294933750864,-2.6077213506163
1.20786780598317,-0.134841264407518,0.693877291933284
1.16040261569495,1.39384581617302,4.08116702317527
0.700213649514998,-1.03698868969829,-0.701985732812458
1.58683345454085,-2.11433514780366,-3.03299672491633
0.558486425565304,0.768278218204398,3.26453187001937
-1.27659220845804,-0.816160620753485,-2.8084955295838
-0.573265414236886,-0.436106923160574,-3.39129263399916
-1.22461261489836,0.904705031282809,0.942351377630407
-0.473400636439312,-0.763086264548317,-3.94049622927616
-0.620366677224124,-0.341066979637804,-3.64763249396394
0.0421158731442352,1.50242453423459,2.41370334922051
-0.910921648552446,0.5283077123164,1.06526846316987
0.158028772404075,0.542191355464308,2.7750337006737
-0.654584643918818,-0.136673355717877,-2.84075104023939
1.76728726937265,-1.13673385330273,-3.27208261346414
0.716707476017206,-1.49662715435579,-1.32647064681823
0.910174229495227,-0.223385643556595,-0.0631403799442587
0.384185357826345,2.00171922777288,4.25875207467144
1.68217608051942,0.221703816213622,1.29716478607079
-0.635736453948977,0.164372909246388,-0.710909693898303
-0.461644730360566,0.33262360885001,0.610336159485058
1.43228223854166,-0.385207999091431,-1.27576205666005
-0.650696353310367,-1.39875402655789,-4.44303234097304
-0.207380743601965,2.67574079585182,1.44787317404162
-0.392807929441984,-0.423686088681983,-3.15143062020616
-0.319992868548507,-0.298601511933064,-3.33678647849388
-0.279113302976559,-1.79234172685298,-4.15664641763884
0.494188331267827,-0.248008225068098,0.0550448991913761
-0.177330482269606,-0.247303918374605,-3.07842408377623
-0.505957462114257,-0.255510378526346,-3.33806271586863
1.34303882517041,-1.78693810009257,-2.20366794218968
-0.214579408546869,1.78466281602476,1.67177115295043
-0.179556530043387,1.76358634774588,1.87976912558987
-0.100190741213562,0.689600221934096,2.67066581621519
0.712666307051405,-1.10074064442392,-1.34551336697365
-0.0735644041263263,0.714509356897811,2.06754883300987
-0.0376341714670479,-0.246470316934021,-2.9429528975408
-0.681660478755657,-0.319786165927205,-4.10873084723018
-0.324270272246319,1.3626442929547,1.31999842246679
0.0601604404345152,-1.22788258998268,-1.72865397565177
-0.588894486259664,-0.511219232750473,-4.56046327132147
0.531496192632572,-0.731194999064964,-1.17116135936064
-1.51839408178679,0.0197520068767907,-0.750351788034681
0.306557860789766,-1.57286391470999,-1.58559885514167
-1.53644982353759,-0.703333269828288,-2.01878061530592
-0.300976126836611,0.715932088907665,0.737905311786414
-0.528279904445006,0.465214906423109,0.201178946946399
-0.652094780680999,-0.973902306404292,-3.88523152353237
-0.0568967778473925,0.559217730468333,1.73154659435509
-1.91435942568001,-2.43263974540567,-1.3253812587269
1.17658331201856,-0.340484926702145,-0.261666449865801
-1.664972436212,0.713033194850233,2.18893085094173
-0.463530401472386,-0.659037386489128,-3.407724971238
-1.11592010504285,-0.0364026225664853,-1.47030512601288
-0.750819001193448,-1.59328630152691,-5.06963417344386
2.08716654562835,0.847792797247769,0.398670618994479
0.0173956196932517,-1.85038884866061,-2.99864631395242
-1.28630053043433,-0.323650631690314,-2.49671180353533
-1.64060553441858,-0.255248112503172,-1.59536411071963
0.450187101272656,0.0609212273067499,1.10806881383757
-0.018559832714638,-0.823491629018878,-2.69778157617513
-0.318068374543844,1.82973048483604,2.0677774458754
-0.929362147453702,-1.4299162157815,-5.29264831702097
-1.48746031014148,0.254137143004585,1.136448112684
-1.07519229661568,-2.93977369533598,-5.25639286832629
1.00002880371391,0.00241580894347513,1.89627588082383
-0.621266694796823,0.509665571261936,0.27006912191438
-1.38442684738449,-1.08472000111396,-3.43373292114889
1.86929062242358,0.704832976877566,1.02441968510509
0.425100377372448,0.330976349994212,2.99591553050465
-0.238647100913033,0.976327472976372,2.15720937179291
1.05848304870902,-0.843339880398736,-0.803607286903293
0.886422651374936,-0.970579904862913,-0.771549275348417
-0.619243048231147,-1.77153134864293,-6.35837919064608
2.20610246454047,-0.322470341645949,-4.37101483598843
-0.255027030141015,-1.3388007423545,-3.36737207184641
